総合順位	No.	氏名	年齢	性別	所属・登録	総合記録	ｽｲﾑﾗｯﾌﾟ	T1	ﾊﾞｲｸﾗｯﾌﾟ	ﾗﾝﾗｯﾌﾟ	男子	女子	年齢区分	年齡別順
673	6080	岩崎 基造	57	男	大阪府	3:44:07	0:30:41	0:05:19	1:41:23	1:26:44	565		55-59男子	74
674	6108	浅野 友朗	34	男	東京都	3:44:18	0:37:30	0:09:38	1:36:07	1:21:03	566		30-34男子	45
675	6032	? 昭統	42	男	Chinese Taipei	3:44:33	0:34:53	0:07:48	1:36:28	1:25:24	567		40-44男子	85
676	2084	渡邊 誠	62	男	千葉県	3:44:37	0:30:53	0:06:37	1:31:38	1:35:29	568		60-64男子	45
677	3028	内山 博文	56	男	東京都	3:44:47	0:29:14	0:03:28	1:16:11	1:55:54	569		55-59男子	75
678	7136	池辺 義博	57	男	大阪府	3:45:06	0:33:14	0:09:38	1:38:32	1:23:42	570		55-59男子	76
679	9068	細川 顕	58	男	京都府	3:45:11	0:33:10	0:07:34	1:34:44	1:29:43	571		55-59男子	77
680	3106	上内 聡子	47	女	京都府	3:45:16	0:32:30	0:09:45	1:50:57	1:12:04		109	45-49女子	18
681	3025	森 巧	50	男	沖縄県	3:45:20	0:29:55	0:06:17	1:28:06	1:41:02	572		50-54男子	104
682	8033	大松 直生	48	男	東京都	3:45:30	0:36:34	0:09:07	1:38:08	1:21:41	573		45-49男子	94
683	7124	原田 実	51	男	大阪府	3:45:31	0:36:17	0:09:20	1:34:21	1:25:33	574		50-54男子	105
684	4007	河井 淳一	66	男	千葉県	3:45:40	0:35:08	0:06:54	1:35:56	1:27:42	575		65-69男子	19
685	7134	入口 一史	56	男	沖縄県	3:45:43	0:31:29	0:04:40	1:36:07	1:33:27	576		55-59男子	78
686	9103	松元 祐太	28	男	東京都	3:45:46	0:39:21	0:11:29	1:27:59	1:26:57	577		25-29男子	28
687	5081	先山 惠司	67	男	大阪府	3:45:47	0:37:18	0:07:59	1:36:06	1:24:24	578		65-69男子	20
688	4043	鬼頭 洋三郎	37	男	神奈川県	3:45:58	0:28:44	0:05:19	1:41:56	1:29:59	579		35-39男子	44
689	9126	LEE HYUNGHAN	42	男	東京都	3:46:02	0:42:03	0:05:59	1:41:48	1:16:12	580		40-44男子	86
690	7048	木村 信介	47	男	大阪府	3:46:04	0:44:05	0:08:47	1:41:11	1:12:01	581		45-49男子	95
691	5116	田中 広一	56	男	神奈川	3:46:17	0:36:35	0:06:38	1:30:31	1:32:33	582		55-59男子	79
692	8106	田中 宏樹	59	男	沖縄県	3:46:44	0:44:53	0:08:39	1:31:35	1:21:37	583		55-59男子	80
693	9100	児玉 恩	51	女	栃木県	3:47:01	0:35:24	0:10:24	1:44:44	1:16:29		110	50-54女子	20
694	9088	石川 聡	51	男	千葉県	3:47:28	0:35:32	0:06:02	1:40:04	1:25:50	584		50-54男子	106
695	9064	中嶋 雄	50	男	静岡県	3:47:31	0:41:37	0:08:19	1:38:27	1:19:08	585		50-54男子	107
696	5051	Gomez Rufino	56	男	UNITED STATES	3:47:37	0:38:43	0:07:34	1:29:41	1:31:39	586		55-59男子	81
697	5049	島崎 路子	53	女	東京都	3:47:42	0:32:32	0:07:11	1:33:37	1:34:22		111	50-54女子	21
698	8060	鳥居 勇佑	35	男	東京都	3:47:58	0:34:32	0:08:40	1:48:17	1:16:29	587		35-39男子	45
699	9043	金城 輝	27	男	埼玉県	3:48:04	0:35:43	0:05:30	1:31:02	1:35:49	588		25-29男子	29
700	5103	湯本 万征	46	男	沖縄県	3:48:34	0:33:52	0:04:01	1:47:33	1:23:08	589		45-49男子	96
701	7031	梅澤 俊策	38	男	神奈川県	3:48:34	0:42:20	0:06:12	1:36:07	1:23:55	590		35-39男子	46
702	4112	島本 尚子	60	女	東京都	3:49:01	0:37:02	0:07:02	1:38:56	1:26:01		112	60-64女子	12
703	8027	橋本 結希	43	女	兵庫県	3:49:08	0:41:18	0:08:38	1:45:53	1:13:19		113	40-44女子	16
704	8093	吉田 琢磨	60	男	東京都	3:49:10	0:38:53	0:09:51	1:42:38	1:17:48	591		60-64男子	46
705	8022	平塚 彰吾	37	男	神奈川県	3:49:12	0:38:08	0:06:48	1:43:48	1:20:28	592		35-39男子	47
706	4008	木内 勝明	67	男	大分県	3:49:15	0:33:42	0:08:01	1:37:56	1:29:36	593		65-69男子	21
707	6110	冨田 裕之	65	男	新潟県	3:49:21	0:33:52	0:09:42	1:35:13	1:30:34	594		65-69男子	22
708	7106	小坂 太紀惠	44	女	兵庫県	3:49:35	0:36:52	0:09:30	1:39:42	1:23:31		114	40-44女子	17
709	5104	林田 直樹	47	男	埼玉県	3:49:37	0:37:15	0:06:06	1:41:57	1:24:19	595		45-49男子	97
710	7150	大島 昇	66	男	埼玉県	3:49:45	0:35:10	0:06:23	1:36:57	1:31:15	596		65-69男子	23
711	7078	上田 潤之助	69	男	奈良県	3:50:09	0:38:03	0:09:00	1:27:54	1:35:12	597		65-69男子	24
712	7105	中右 貴明	43	男	兵庫県	3:50:19	0:34:31	0:05:54	1:33:15	1:36:39	598		40-44男子	87
713	8056	伊澤 基博	33	男	東京都	3:50:20	0:47:34	0:07:40	1:40:59	1:14:07	599		30-34男子	46
714	7009	山田 修	66	男	長野県	3:50:22	0:41:25	0:07:11	1:46:10	1:15:36	600		65-69男子	25
715	3024	下 浩明	50	男	埼玉県	3:50:29	0:27:41	0:04:43	1:38:07	1:39:58	601		50-54男子	108
716	6103	松岡 弘	47	男	岐阜県	3:50:35	0:46:30	0:09:39	1:34:19	1:20:07	602		45-49男子	98
717	8094	辻本 春弘	60	男	東京都	3:50:36	0:42:23	0:07:10	1:35:09	1:25:54	603		60-64男子	47
718	7017	野口 佳希	48	男	神奈川県	3:50:39	0:36:00	0:06:09	1:45:14	1:23:16	604		45-49男子	99
719	4119	藤崎 徳弘	64	男	千葉県	3:50:49	0:35:01	0:05:58	1:37:37	1:32:13	605		60-64男子	48
720	3064	吉岡 辰夫	60	男	愛知県	3:51:02	0:30:39	0:09:11	1:34:03	1:37:09	606		60-64男子	49
721	5095	中村 健	31	男	千葉県	3:51:04	0:40:51	0:05:43	1:40:27	1:24:03	607		30-34男子	47
722	6046	上池 彰宏	48	男	千葉県	3:51:14	0:31:39	0:10:43	1:40:02	1:28:50	608		45-49男子	100
723	8069	門口 由明	42	男	沖縄県	3:51:23	0:47:28	0:06:11	1:43:24	1:14:20	609		40-44男子	88
724	3027	川原 陽一郎	54	男	鹿児島県	3:51:25	0:30:41	0:04:17	1:51:47	1:24:40	610		50-54男子	109
725	5093	堀口 紫	59	女	東京都	3:51:48	0:33:36	0:06:50	1:48:12	1:23:10		115	55-59女子	13
726	9042	繁本 亜弥	26	女	兵庫県	3:51:57	0:39:35	0:08:03	1:46:12	1:18:07		116	25-29女子	7
727	4122	中川 剛	64	男	愛知県	3:51:59	0:33:15	0:10:51	1:39:35	1:28:18	611		60-64男子	50
728	5084	岩崎 和男	72	男	長野県	3:52:10	0:37:21	0:07:49	1:37:19	1:29:41	612		70-74男子	14
729	9070	寺脇 佳秀	65	男	兵庫県	3:52:39	0:46:26	0:05:55	1:36:47	1:23:31	613		65-69男子	26
730	6095	岩室 哲司	66	男	大阪府	3:52:39	0:35:50	0:10:06	1:34:59	1:31:44	614		65-69男子	27
731	9031	芝崎 一郎	68	男	神奈川県	3:52:39	0:40:12	0:08:58	1:41:02	1:22:27	615		65-69男子	28
732	5124	田沼 智子	59	女	千葉県	3:52:47	0:37:28	0:09:12	1:46:47	1:19:20		117	55-59女子	14
733	5100	田中 秀典	44	男	沖縄県	3:52:54	0:36:17	0:06:45	1:45:40	1:24:12	616		40-44男子	89
734	8042	平野 寛造	56	男	兵庫県	3:52:54	0:45:06	0:09:05	1:35:05	1:23:38	617		55-59男子	82
735	9129	謝敷 さやか	46	女	沖縄県	3:52:57	0:36:12	0:11:08	1:50:48	1:14:49		118	45-49女子	19
736	5082	藤原 元	67	男	兵庫県	3:52:59	0:29:32	0:04:48	1:41:51	1:36:48	618		65-69男子	29
737	4020	米田 貴司	40	男	東京都	3:53:05	0:34:08	0:09:30	1:44:36	1:24:51	619		40-44男子	90
738	8029	平泉 大	46	男	北海道	3:53:10	0:45:05	0:06:33	1:39:55	1:21:37	620		45-49男子	101
739	3125	大橋 健太	53	男	神奈川県	3:53:14	0:35:06	0:07:00	1:36:53	1:34:15	621		50-54男子	110
740	2093	廣田 麻実	46	女	沖縄県	3:53:29	0:30:00	0:06:36	1:47:00	1:29:53		119	45-49女子	20
741	7041	公平 誠	45	男	東京都	3:53:30	0:29:18	0:07:37	1:46:08	1:30:27	622		45-49男子	102
742	4084	綾川 亜紀子	51	女	神奈川県	3:53:32	0:33:19	0:09:49	1:36:13	1:34:11		120	50-54女子	22
743	4071	綾川 聡司	46	男	神奈川県	3:53:33	0:33:19	0:09:57	1:36:04	1:34:13	623		45-49男子	103
744	3086	森 大地	33	男	千葉県	3:53:49	0:35:01	0:05:58	1:40:15	1:32:35	624		30-34男子	48
745	8097	石田 浩一	62	男	神奈川県	3:53:50	0:36:44	0:07:43	1:50:59	1:18:24	625		60-64男子	51
746	8050	中野 智哉	46	男	兵庫県	3:53:52	0:45:25	0:09:46	1:40:55	1:17:46	626		45-49男子	104
747	6111	立見 政昭	74	男	神奈川県	3:53:58	0:37:30	0:09:12	1:36:57	1:30:19	627		70-74男子	15
748	7104	前田 崇志	42	男	東京都	3:54:03	0:35:53	0:06:36	1:40:00	1:31:34	628		40-44男子	91
749	7027	沈 家春	35	男	東京都	3:54:21	0:42:05	0:06:35	1:38:42	1:26:59	629		35-39男子	48
750	4062	稲見 晋平	45	男	福岡県	3:54:22	0:31:43	0:07:19	1:34:24	1:40:56	630		45-49男子	105
751	2057	籾山 綾子	50	女	沖縄県	3:54:23	0:29:04	0:09:04	2:00:03	1:16:12		121	50-54女子	23
752	6090	浜口 喜直	63	男	岡山県	3:54:23	0:36:46	0:09:53	1:35:38	1:32:06	631		60-64男子	52
753	9025	坂井 史明	51	男	大分県	3:54:26	0:39:27	0:06:55	1:38:27	1:29:37	632		50-54男子	111
754	7149	岸井 貞志	65	男	神奈川県	3:54:35	0:33:07	0:06:59	1:36:02	1:38:27	633		65-69男子	30
755	7098	楊 建晃	37	男	東京都	3:54:49	0:35:04	0:07:14	1:37:01	1:35:30	634		35-39男子	49
756	9135	近藤 健介	40	男	神奈川県	3:54:50	0:44:41	0:07:15	1:35:41	1:27:13	635		40-44男子	92
757	7061	渡邊 健太郎	52	男	大阪府	3:55:03	0:32:50	0:11:07	1:42:47	1:28:19	636		50-54男子	112
758	8034	永山 俊志	50	男	東京都	3:55:04	0:47:44	0:05:30	1:36:44	1:25:06	637		50-54男子	113
759	8087	平松 茂	55	男	奈良県	3:55:41	0:32:45	0:07:55	1:31:12	1:43:49	638		55-59男子	83
760	9047	原野 諒	34	男	東京都	3:55:44	0:36:20	0:10:37	1:43:37	1:25:10	639		30-34男子	49
761	2004	小林 孝充	26	男	埼玉県	3:55:45	0:31:07	0:05:32	1:46:59	1:32:07	640		25-29男子	30
762	7015	植松 弘至	62	男	奈良県	3:55:53	0:38:52	0:07:53	1:51:11	1:17:57	641		60-64男子	53
763	5029	伊浦 佳代子	50	女	大阪府	3:55:57	0:41:11	0:06:31	1:45:48	1:22:27		122	50-54女子	24
764	3056	角田 隆志	73	男	大阪府	3:56:12	0:36:21	0:06:53	1:36:21	1:36:37	642		70-74男子	16
765	9113	金本 信一	29	男	東京都	3:56:26	0:30:49	0:09:29	1:55:43	1:20:25	643		25-29男子	31
766	5027	尾崎 篤司	68	男	愛知県	3:56:28	0:36:17	0:09:57	1:32:39	1:37:35	644		65-69男子	31
767	7037	山田 勝	42	男	岐阜県	3:56:35	0:37:47	0:08:00	1:39:49	1:30:59	645		40-44男子	93
768	8009	中野 裕士	40	男	東京都	3:56:39	0:38:22	0:08:21	1:51:09	1:18:47	646		40-44男子	94
769	8057	池田 篤史	33	男	東京都	3:56:42	0:48:20	0:06:06	1:40:17	1:21:59	647		30-34男子	50
770	7143	亀田 清重	61	男	神奈川県	3:56:44	0:39:30	0:10:17	1:40:02	1:26:55	648		60-64男子	54
771	6124	秋田 一朝	51	男	沖縄県	3:56:49	0:33:26	0:09:31	1:43:31	1:30:21	649		50-54男子	114
772	5079	小林 誠一	62	男	東京都	3:57:31	0:33:48	0:05:03	1:41:08	1:37:32	650		60-64男子	55
773	9105	坪子 友香理	45	女	栃木県	3:57:32	0:38:28	0:08:19	1:39:04	1:31:41		123	45-49女子	21
774	8049	鈴木 謙太	36	男	神奈川県	3:57:45	0:47:13	0:08:05	1:38:38	1:23:49	651		35-39男子	50
775	2011	中谷 友裕	46	男	大阪府	3:57:51	0:28:12	0:07:32	1:39:46	1:42:21	652		45-49男子	106
776	4021	古川 徳厚	43	男	東京都	3:57:57	0:47:44	0:05:29	1:39:34	1:25:10	653		40-44男子	95
777	8067	小松 裕子	41	女	北海道	3:58:01	0:38:28	0:07:21	1:38:56	1:33:16		124	40-44女子	18
778	7085	須藤 真司	63	男	沖縄県	3:58:02	0:35:08	0:06:47	1:41:03	1:35:04	654		60-64男子	56
779	6004	中塚 輝夫	63	男	大阪府	3:58:14	0:37:41	0:07:08	1:36:29	1:36:56	655		60-64男子	57
780	8031	吉田 昌弘	47	男	東京都	3:58:37	0:40:49	0:11:21	1:35:17	1:31:10	656		45-49男子	107
781	4123	藤井 眞由美	64	女	愛知県	3:58:39	0:29:55	0:04:59	1:45:16	1:38:29		125	60-64女子	13
782	6042	不破 章宏	47	男	愛知県	3:58:51	0:32:43	0:08:00	1:37:46	1:40:22	657		45-49男子	108
783	6026	Ip Pak Yin Calvin	39	男	HONG KONG	3:58:59	0:34:09	0:06:30	1:49:31	1:28:49	658		35-39男子	51
784	9011	八木 翼	35	男	神奈川県	3:59:01	0:42:12	0:07:04	1:46:13	1:23:32	659		35-39男子	52
785	9027	佐々木 美紀	54	女	東京都	3:59:09	0:40:41	0:10:54	1:45:25	1:22:09		126	50-54女子	25
786	8040	岡本 浩一郎	55	男	神奈川県	3:59:16	0:40:13	0:12:26	1:36:35	1:30:02	660		55-59男子	84
787	5119	水越 尚子	57	女	東京都	3:59:20	0:34:42	0:06:39	1:43:17	1:34:42		127	55-59女子	15
788	6045	木下 龍太郎	48	男	岡山県	3:59:30	0:37:25	0:13:14	1:44:23	1:24:28	661		45-49男子	109
789	6089	狩俣 武市	62	男	沖縄県	3:59:30	0:39:21	0:07:17	1:45:07	1:27:45	662		60-64男子	58
790	3026	一条 厚	53	男	東京都	3:59:51	0:33:41	0:10:55	1:38:43	1:36:32	663		50-54男子	115
791	7035	佐伯 謙	41	男	東京都	3:59:52	0:39:22	0:06:50	1:45:43	1:27:57	664		40-44男子	96
792	4064	新村 浩志郎	45	男	愛知県	3:59:56	0:34:08	0:07:30	1:44:03	1:34:15	665		45-49男子	110
793	6086	西谷 楨啓	60	男	東京都	4:00:01	0:36:03	0:12:12	1:45:50	1:25:56	666		60-64男子	59
794	5061	塩川 由美	52	女	大阪府	4:00:11	0:42:22	0:08:36	1:38:30	1:30:43		128	50-54女子	26
795	5090	兼本 光恵	49	女	沖縄県	4:00:28	0:36:13	0:04:37	1:42:38	1:37:00		129	45-49女子	22
796	6074	乾 康之	56	男	東京都	4:00:44	0:35:52	0:07:22	1:37:57	1:39:33	667		55-59男子	85
797	6087	松島 億	61	男	東京都	4:00:44	0:39:14	0:07:29	1:37:31	1:36:30	668		60-64男子	60
798	6121	旭 奈穂子	68	女	愛知県	4:01:14	0:46:23	0:06:38	1:53:41	1:14:32		130	65-69女子	2
799	4056	松本 貴誠	43	男	大阪府	4:01:15	0:46:23	0:09:28	1:31:29	1:33:55	669		40-44男子	97
800	9034	深牧 久恵	47	女	静岡県	4:01:26	0:41:44	0:07:00	1:57:36	1:15:06		131	45-49女子	23
801	5088	山中 和彦	60	男	兵庫県	4:01:29	0:37:11	0:08:56	1:44:49	1:30:33	670		60-64男子	61
802	7138	澤口 実	58	男	東京都	4:01:51	0:38:35	0:08:27	1:38:50	1:35:59	671		55-59男子	86
803	6002	志田 寿男	61	男	兵庫県	4:01:53	0:41:03	0:07:19	1:28:18	1:45:13	672		60-64男子	62
804	7109	谷本 俊一	46	男	神奈川県	4:01:55	0:41:37	0:08:16	1:38:14	1:33:48	673		45-49男子	111
805	9004	河島 佑城	29	男	千葉県	4:01:57	0:49:02	0:07:08	1:50:12	1:15:35	674		25-29男子	32
806	7047	西本 雅彦	47	男	大阪府	4:02:10	0:36:47	0:10:18	1:44:21	1:30:44	675		45-49男子	112
807	8083	謝 秀?	52	女	Chinese Taipei	4:02:16	0:44:49	0:08:58	1:51:32	1:16:57		132	50-54女子	27
808	4127	中軽米 憲哉	71	男	東京都	4:02:17	0:33:59	0:05:09	1:48:34	1:34:35	676		70-74男子	17
809	6062	本城 和義	53	男	東京都	4:02:19	0:41:26	0:11:41	1:40:03	1:29:09	677		50-54男子	116
810	8006	柴田 清人	54	男	東京都	4:02:22	0:36:57	0:10:33	1:35:11	1:39:41	678		50-54男子	117
811	7155	沖村 政則	71	男	東京都	4:02:39	0:37:08	0:07:07	1:38:57	1:39:27	679		70-74男子	18
812	8089	木村 聡	57	男	沖縄県	4:02:42	0:42:16	0:08:30	1:38:08	1:33:48	680		55-59男子	87
813	8002	下田 隆史	52	男	埼玉県	4:02:46	0:41:11	0:18:05	1:36:42	1:26:48	681		50-54男子	118
814	6109	平良 静男	54	男	沖縄県	4:02:47	0:38:33	0:06:55	1:41:30	1:35:49	682		50-54男子	119
815	9029	小椋 由美子	57	女	愛知県	4:02:48	0:38:10	0:12:57	1:46:15	1:25:26		133	55-59女子	16
816	5055	林 優子	68	女	香川県	4:02:52	0:37:26	0:06:37	1:48:08	1:30:41		134	65-69女子	3
817	7040	荒島 康介	44	男	福岡県	4:02:55	0:38:57	0:04:41	1:38:43	1:40:34	683		40-44男子	98
818	7117	平山 光哲	50	男	千葉県	4:02:58	0:41:56	0:08:44	1:40:00	1:32:18	684		50-54男子	120
819	7101	坂田 潤	38	男	東京都	4:03:16	0:43:26	0:07:11	1:51:43	1:20:56	685		35-39男子	53
820	8062	具志堅 興之	38	男	沖縄県	4:03:21	0:43:00	0:09:14	1:46:45	1:24:22	686		35-39男子	54
821	9054	大林 孝典	40	男	岩手県	4:03:23	0:37:47	0:09:53	1:41:51	1:33:52	687		40-44男子	99
822	9096	白久 レイエス樹	35	男	東京都	4:03:26	0:51:46	0:07:22	1:47:24	1:16:54	688		35-39男子	55
823	4124	大橋 宗純	67	男	福岡県	4:03:35	0:36:47	0:09:07	1:44:08	1:33:33	689		65-69男子	32
824	9111	草田 夕子	54	女	和歌山県	4:03:38	0:43:29	0:09:13	1:40:41	1:30:15		135	50-54女子	28
825	4003	森 隆弘	61	男	沖縄県	4:03:55	0:35:28	0:08:36	1:30:41	1:49:10	690		60-64男子	63
826	6106	畑 文隆	60	男	兵庫県	4:04:10	0:37:46	0:07:33	1:39:32	1:39:19	691		60-64男子	64
827	5096	深松 栞	31	女	東京都	4:04:15	0:29:14	0:07:15	2:09:34	1:18:12		136	30-34女子	10
828	7128	船橋 吾一	53	男	山形県	4:04:19	0:39:55	0:08:25	1:41:55	1:34:04	692		50-54男子	121
829	6084	村松 宏	59	男	東京都	4:04:21	0:33:45	0:08:38	1:43:45	1:38:13	693		55-59男子	88
830	5118	井上 修	56	男	沖縄県	4:04:42	0:38:37	0:09:31	1:42:19	1:34:15	694		55-59男子	89
831	8077	松野 亜紀子	49	女	東京都	4:04:51	0:40:06	0:10:46	1:50:00	1:23:59		137	45-49女子	24
832	8046	小山 修	70	男	茨城県	4:04:59	0:36:12	0:06:05	1:48:36	1:34:06	695		70-74男子	19
833	9006	丸尾 恭四郎	30	男	東京都	4:05:09	0:47:42	0:06:56	1:51:04	1:19:27	696		30-34男子	51
834	3110	大野 南奈子	50	女	神奈川県	4:05:15	0:28:04	0:05:33	1:48:47	1:42:51		138	50-54女子	29
835	9077	塩見 耕平	42	男	茨城県	4:05:47	0:40:22	0:08:42	1:42:05	1:34:38	697		40-44男子	100
836	5030	棚網 恵理	51	女	東京都	4:05:55	0:31:26	0:10:26	1:46:45	1:37:18		139	50-54女子	30
837	6034	土岐 武	43	男	岐阜県	4:06:17	0:43:21	0:07:52	1:49:37	1:25:27	698		40-44男子	101
838	2015	山口 眞人	29	男	東京都	4:06:31	0:38:39	0:06:08	1:52:31	1:29:13	699		25-29男子	33
839	5002	柴田 健	50	男	宮城県	4:06:49	0:32:25	0:06:30	1:39:19	1:48:35	700		50-54男子	122
840	8103	中野 義太郎	68	男	静岡県	4:06:58	0:42:41	0:07:08	1:47:21	1:29:48	701		65-69男子	33
841	4059	生盛 隼	44	男	沖縄県	4:07:06	0:32:06	0:06:24	1:37:00	1:51:36	702		40-44男子	102
842	4052	生盛 かおり	41	女	沖縄県	4:07:07	0:33:03	0:06:23	1:52:12	1:35:29		140	40-44女子	19
843	9052	中村 宏光	39	男	東京都	4:07:18	0:48:05	0:05:00	1:35:51	1:38:22	703		35-39男子	56
844	9115	橋本 裕章	33	男	東京都	4:07:24	0:40:40	0:09:52	1:50:41	1:26:11	704		30-34男子	52
845	9074	有井 達哉	35	男	東京都	4:07:30	0:37:17	0:11:55	1:50:43	1:27:35	705		35-39男子	57
846	8035	吉牟田 龍司	53	男	沖縄県	4:07:32	0:37:18	0:09:10	1:49:44	1:31:20	706		50-54男子	123
847	6011	寺田 啓美	59	女	東京都	4:07:42	0:40:11	0:12:22	1:52:02	1:23:07		141	55-59女子	17
848	7135	平井 秀明	56	男	東京都	4:07:47	0:34:24	0:08:30	1:53:05	1:31:48	707		55-59男子	90
849	9112	山田 英太郎	29	男	東京都	4:07:48	0:42:27	0:10:57	1:50:22	1:24:02	708		25-29男子	34
850	5080	池田 彰	66	男	神奈川県	4:08:15	0:38:21	0:12:52	1:49:12	1:27:50	709		65-69男子	34
851	4055	瀧本 良太	43	男	東京都	4:08:46	0:45:01	0:05:45	1:46:23	1:31:37	710		40-44男子	103
852	6123	酒井 正行	49	男	東京都	4:08:47	0:31:30	0:05:19	1:50:44	1:41:14	711		45-49男子	113
853	5117	平山 仁史	56	男	大阪府	4:08:50	0:36:09	0:06:07	1:44:05	1:42:29	712		55-59男子	91
854	8104	坂本 和美	52	女	福岡県	4:08:56	0:37:49	0:10:02	1:52:15	1:28:50		142	50-54女子	31
855	7056	大野 淳史	51	男	千葉県	4:09:26	0:43:51	0:05:46	1:46:58	1:32:51	713		50-54男子	124
856	4077	玻名城 英彦	48	男	沖縄県	4:10:09	0:49:05	0:10:05	1:46:36	1:24:23	714		45-49男子	114
857	9061	大出 愛子	47	女	群馬県	4:10:12	0:39:35	0:12:35	1:42:57	1:35:05		143	45-49女子	25
858	9005	完倉 駿介	29	男	千葉県	4:10:21	0:46:42	0:13:32	1:52:29	1:17:38	715		25-29男子	35
859	8038	古川 美喜男	55	男	愛知県	4:10:26	0:40:02	0:14:27	1:47:47	1:28:10	716		55-59男子	92
860	7087	平田 由衣子	35	女	千葉県	4:10:55	0:46:35	0:07:16	1:50:54	1:26:10		144	35-39女子	13
861	2068	藤林 保信	61	男	神奈川県	4:11:08	0:50:50	0:10:03	1:31:57	1:38:18	717		60-64男子	65
862	9089	松本 英理	54	男	大阪府	4:11:15	0:40:14	0:22:43	1:41:03	1:27:15	718		50-54男子	125
863	4089	染谷 尚康	52	男	埼玉県	4:11:23	0:39:25	0:05:26	1:41:46	1:44:46	719		50-54男子	126
864	4013	小林 要蔵	71	男	沖縄県	4:11:29	0:32:38	0:09:44	1:47:05	1:42:02	720		70-74男子	20
865	9102	酒井 涼平	26	男	千葉県	4:11:46	0:46:39	0:05:40	1:47:07	1:32:20	721		25-29男子	36
866	3092	浅野 肇	38	男	東京都	4:12:11	0:34:38	0:12:33	1:45:56	1:39:04	722		35-39男子	58
867	7129	伊賀 正	54	男	兵庫県	4:12:18	0:39:23	0:10:43	1:46:07	1:36:05	723		50-54男子	127
868	2077	曲木 章	49	女	愛知県	4:12:37	0:29:18	0:12:05	1:54:28	1:36:46		145	45-49女子	26
869	6078	久保田 剛二	57	男	兵庫県	4:13:19	0:45:54	0:07:35	1:51:40	1:28:10	724		55-59男子	93
870	7145	武井 絵美	62	女	東京都	4:13:25	0:33:29	0:10:31	1:58:30	1:30:55		146	60-64女子	14
871	4095	後 英彰	54	男	神奈川県	4:14:01	0:31:54	0:05:51	1:41:23	1:54:53	725		50-54男子	128
872	5083	石崎 節代	68	女	東京都	4:14:18	0:34:23	0:08:04	1:51:34	1:40:17		147	65-69女子	4
873	2030	松井 伸一郎	60	男	東京都	4:14:21	0:29:29	0:07:41	1:54:38	1:42:33	726		60-64男子	66
874	7119	伊藤 智子	51	女	千葉県	4:14:29	0:41:36	0:09:32	1:57:19	1:26:02		148	50-54女子	32
875	8045	半谷 和祐	68	男	埼玉県	4:14:40	0:35:39	0:11:34	1:52:57	1:34:30	727		65-69男子	35
876	9073	川崎 綾子	78	女	千葉県	4:14:41	0:39:47	0:10:01	1:49:25	1:35:28		149	75-79女子	1
877	9110	底田 辰之	48	男	滋賀県	4:15:03	0:45:58	0:11:13	1:48:09	1:29:43	728		45-49男子	115
878	6003	中塚 賢	62	男	大阪府	4:15:26	0:50:46	0:08:38	1:48:56	1:27:06	729		60-64男子	67
879	7069	上村 永晃	57	男	沖縄県	4:16:27	0:39:15	0:09:39	1:58:43	1:28:50	730		55-59男子	94
880	5087	小林 良身	60	男	東京都	4:16:31	0:37:02	0:09:27	1:43:40	1:46:22	731		60-64男子	68
881	4005	下浜 宏	64	男	三重県	4:16:51	0:37:46	0:10:27	1:44:17	1:44:21	732		60-64男子	69
882	7148	篠永 真弓	64	女	茨城県	4:16:53	0:38:44	0:11:11	1:48:58	1:38:00		150	60-64女子	15
883	8092	岩崎 弘教	58	男	熊本県	4:16:56	0:43:56	0:17:21	1:50:27	1:25:12	733		55-59男子	95
884	9095	村井 裕之	52	男	岐阜県	4:17:27	0:49:02	0:09:30	1:46:01	1:32:54	734		50-54男子	129
885	9075	白石 徳生	57	男	東京都	4:17:47	0:49:35	0:06:33	1:44:27	1:37:12	735		55-59男子	96
886	4098	宮澤 典友	56	男	東京都	4:18:32	0:39:14	0:06:56	1:50:51	1:41:31	736		55-59男子	97
887	7083	中田 鈴子	58	女	京都府	4:18:38	0:46:43	0:07:28	1:39:00	1:45:27		151	55-59女子	18
888	7014	舘田 真由美	61	女	沖縄県	4:18:52	0:42:25	0:10:00	1:53:29	1:32:58		152	60-64女子	16
889	7125	穴井 隆二	52	男	熊本県	4:19:02	0:49:17	0:11:10	1:48:18	1:30:17	737		50-54男子	130
890	7147	中條 雅史	64	男	千葉県	4:19:17	0:51:04	0:08:05	1:44:47	1:35:21	738		60-64男子	70
891	8014	池谷 慎之介	24	男	神奈川県	4:19:50	0:52:31	0:09:29	1:51:28	1:26:22	739		20-24男子	16
892	7016	飯川 賢	65	男	神奈川県	4:19:52	0:37:53	0:13:00	1:45:53	1:43:06	740		65-69男子	36
893	8019	大野 友加里	33	女	千葉県	4:19:54	0:40:24	0:09:23	1:59:48	1:30:19		153	30-34女子	11
894	4015	廣田 肇	48	男	沖縄県	4:20:06	0:44:02	0:07:20	1:49:19	1:39:25	741		45-49男子	116
895	9065	西村 光史	51	男	大阪府	4:20:17	0:40:25	0:09:04	1:56:58	1:33:50	742		50-54男子	131
896	5038	狩俣 幸子	70	女	沖縄県	4:20:17	0:35:43	0:08:45	1:58:25	1:37:24		154	70-74女子	2
897	7063	前田 茂	54	男	大阪府	4:20:23	0:40:04	0:12:01	1:59:06	1:29:12	743		50-54男子	132
