総合順位	No.	氏名	カナ	年齢	性別	総合記録	ラン1ラップ	R1順	T1ラップ	T1順	バイクラップ	B順	スプリット	通過	T2ラップ	T2順	ラン2ラップ	R2順	年代区分	年代順位
467	1592	星 俊作	ﾎｼ ｼｭﾝｻｸ	49	男	2:40:08	0:07:25	371	0:03:29	597	1:22:10	481	1:33:04	484	0:03:08	336	1:03:56	469	男子45-49歳	97
468	1465	直 修司	ﾅｵ ｼｭｳｼﾞ	65	男	2:40:11	0:08:45	611	0:02:48	430	1:23:20	504	1:34:53	523	0:03:21	403	1:01:57	423	男子65歳以上	2
469	1149	大森 潤	ｵｵﾓﾘ ｼﾞｭﾝ	52	男	2:40:21	0:08:00	511	0:02:56	480	1:18:47	386	1:29:43	407	0:03:25	428	1:07:13	514	男子50-54歳	67
470	1136	太田 裕也	ｵｵﾀ ﾋﾛﾔ	50	男	2:40:28	0:08:22	570	0:02:33	349	1:23:43	509	1:34:38	518	0:04:46	617	1:01:04	411	男子50-54歳	68
471	1135	太田 友啓	ｵｵﾀ ﾄﾓﾋﾛ	38	男	2:40:36	0:07:32	402	0:02:50	443	1:28:15	588	1:38:37	575	0:02:58	300	0:59:01	356	男子35-39歳	50
472	1096	岩城 勤也	ｲﾜｷ ｷﾝﾔ	49	男	2:40:52	0:07:56	500	0:02:34	360	1:18:47	386	1:29:17	392	0:03:12	352	1:08:23	524	男子45-49歳	98
473	1302	佐々木 孝	ｻｻｷ ﾀｶｼ	49	男	2:40:58	0:07:15	329	0:02:25	286	1:19:58	426	1:29:38	406	0:03:37	475	1:07:43	520	男子45-49歳	99
474	1169	乙津 義博	ｵﾂ ﾖｼﾋﾛ	50	男	2:41:02	0:07:48	470	0:03:43	621	1:26:00	557	1:37:31	556	0:03:45	506	0:59:46	377	男子50-54歳	69
475	1109	上原 靖之	ｳｴﾊﾗ ﾔｽﾕｷ	31	男	2:41:04	0:07:19	347	0:02:22	265	1:26:27	566	1:36:08	543	0:02:14	102	1:02:42	446	男子30-34歳	45
476	1626	松原 高嶺	ﾏﾂﾊﾞﾗ ﾀｶﾈ	37	男	2:41:06	0:07:18	344	0:03:01	502	1:24:13	521	1:34:32	516	0:03:22	411	1:03:12	456	男子35-39歳	51
477	1172	小山 達雄	ｵﾔﾏ ﾀﾂｵ	60	男	2:41:10	0:07:47	460	0:03:44	624	1:19:18	401	1:30:49	438	0:03:36	467	1:06:45	505	男子60-64歳	11
478	1330	塩田 和之	ｼｵﾀ ｶｽﾞﾕｷ	65	男	2:41:14	0:08:21	569	0:02:57	483	1:17:28	339	1:28:46	377	0:03:02	315	1:09:26	545	男子65歳以上	3
479	1347	杉浦 暢雄	ｽｷﾞｳﾗ ﾉﾌﾞｵ	56	男	2:41:18	0:08:20	566	0:02:43	407	1:19:58	426	1:31:01	442	0:03:13	356	1:07:04	511	男子55-59歳	46
480	1744	田村 浩志	ﾀﾑﾗ ﾋﾛｼ	58	男	2:41:18	0:09:04	637	0:04:27	667	1:14:34	238	1:28:05	361	0:04:35	601	1:08:38	532	男子55-59歳	47
481	1392	高橋 和大	ﾀｶﾊｼ ｶｽﾞﾋﾛ	31	男	2:41:19	0:07:11	317	0:02:21	257	1:28:26	593	1:37:58	562	0:02:33	177	1:00:48	401	男子30-34歳	46
482	1047	石川 知真	ｲｼｶﾜ ｶｽﾞﾏ	22	男	2:41:28	0:07:22	358	0:01:55	111	1:31:48	631	1:41:05	605	0:02:15	109	0:58:08	336	男子24歳以下	56
483	1508	西川 仁	ﾆｼｶﾜ ｼﾞﾝ	45	男	2:41:30	0:07:51	481	0:02:09	188	1:16:03	281	1:26:03	282	0:03:11	348	1:12:16	576	男子45-49歳	100
484	1243	久呉 真章	ｸｺﾞ ﾏｻｱｷ	62	男	2:41:33	0:07:58	506	0:04:08	651	1:26:13	562	1:38:19	571	0:07:07	669	0:56:07	273	男子60-64歳	12
485	1369	須藤 正俊	ｽﾄﾞｳ ﾏｻﾄｼ	58	男	2:41:40	0:07:39	427	0:02:15	227	1:24:55	532	1:34:49	522	0:02:26	155	1:04:25	478	男子55-59歳	48
486	1756	村山 正幸	ﾑﾗﾔﾏ ﾏｻﾕｷ	49	男	2:41:41	0:07:59	509	0:02:57	483	1:18:59	390	1:29:55	411	0:04:16	574	1:07:30	518	男子45-49歳	101
487	1395	高橋 利典	ﾀｶﾊｼ ﾄｼﾉﾘ	51	男	2:41:48	0:07:44	447	0:06:41	681	1:22:49	501	1:37:14	553	0:06:36	666	0:57:58	331	男子50-54歳	70
488	1092	今田 淳一	ｲﾏﾀﾞ ｼﾞｭﾝｲﾁ	55	男	2:41:58	0:07:27	381	0:03:17	564	1:17:17	328	1:28:01	356	0:03:44	504	1:10:13	552	男子55-59歳	49
489	1405	竹中 基晴	ﾀｹﾅｶ ﾓﾄﾊﾙ	62	男	2:41:59	0:08:47	614	0:03:16	553	1:21:10	466	1:33:13	491	0:03:39	484	1:05:07	488	男子60-64歳	13
490	1629	松本 宗道	ﾏﾂﾓﾄ ﾑﾈﾐﾁ	41	男	2:42:05	0:08:14	554	0:02:35	367	1:22:25	490	1:33:14	492	0:03:39	484	1:05:12	489	男子40-44歳	75
491	1757	小鶴 清史	ｺﾂﾞﾙ ｷﾖﾌﾐ	36	男	2:42:16	0:08:28	585	0:02:33	349	1:17:15	324	1:28:16	367	0:03:43	498	1:10:17	554	男子35-39歳	52
492	1309	佐藤 英一郎	ｻﾄｳ ｴｲｲﾁﾛｳ	49	男	2:42:21	0:08:01	515	0:04:20	660	1:26:04	559	1:38:25	572	0:05:18	641	0:58:38	346	男子45-49歳	102
493	1274	小西 俊一郎	ｺﾆｼ ｼｭﾝｲﾁﾛｳ	51	男	2:42:27	0:07:22	357	0:03:28	594	1:28:20	591	1:39:10	585	0:04:28	595	0:58:49	352	男子50-54歳	71
494	1685	山口 巌	ﾔﾏｸﾞﾁ ｲﾜｵ	41	男	2:42:30	0:07:13	325	0:02:30	322	1:28:48	598	1:38:31	573	0:03:15	365	1:00:44	399	男子40-44歳	76
495	1326	猿田 晋也	ｻﾙﾀ ｼﾝﾔ	38	男	2:42:50	0:07:51	482	0:02:32	335	1:17:26	337	1:27:49	349	0:02:48	245	1:12:13	575	男子35-39歳	53
496	1635	水谷 光	ﾐｽﾞﾀﾆ ﾋｶﾙ	36	男	2:42:54	0:07:26	376	0:02:27	303	1:27:12	577	1:37:05	551	0:03:08	336	1:02:41	445	男子35-39歳	54
497	1643	三原 邦彦	ﾐﾊﾗ ｸﾆﾋｺ	50	男	2:42:58	0:08:35	594	0:04:22	662	1:10:53	140	1:23:50	222	0:04:03	551	1:15:05	607	男子50-54歳	72
498	1449	デビット オウエン	ﾃﾞﾋﾞｯﾄ ｵｳｴﾝ	37	男	2:43:06	0:07:01	278	0:02:29	316	1:32:23	639	1:41:53	612	0:03:57	537	0:57:16	304	男子35-39歳	55
499	1677	家頭 恵	ﾔｶﾞｼﾗ ｹｲ	41	男	2:43:15	0:07:54	491	0:03:36	607	1:23:51	514	1:35:21	533	0:04:15	569	1:03:39	463	男子40-44歳	77
500	1299	櫻井 敏治	ｻｸﾗｲ ﾄｼﾊﾙ	50	男	2:43:31	0:07:48	467	0:02:58	489	1:20:16	439	1:31:02	443	0:03:29	447	1:09:00	538	男子50-54歳	73
501	1131	大島 淳	ｵｵｼﾏ ｼﾞｭﾝ	46	男	2:43:36	0:08:40	601	0:03:20	571	1:18:10	367	1:30:10	419	0:03:59	539	1:09:27	546	男子45-49歳	103
502	1651	宮澤 勲	ﾐﾔｻﾞﾜ ｲｻｵ	43	男	2:43:40	0:08:28	584	0:02:49	435	1:21:55	476	1:33:12	490	0:03:32	457	1:06:56	508	男子40-44歳	78
503	1730	和田 雄一	ﾜﾀﾞ ﾕｳｲﾁ	46	男	2:43:47	0:07:11	315	0:03:25	589	1:24:59	533	1:35:35	536	0:04:16	574	1:03:56	469	男子45-49歳	104
504	1700	山本 慎也	ﾔﾏﾓﾄ ｼﾝﾔ	44	男	2:43:49	0:08:15	555	0:02:33	349	1:13:27	198	1:24:15	234	0:03:21	403	1:16:13	617	男子40-44歳	79
505	1281	駒田 博紀	ｺﾏﾀﾞ ﾋﾛｷ	43	男	2:43:50	0:07:50	476	0:04:03	646	1:19:42	414	1:31:35	457	0:04:47	619	1:07:28	517	男子40-44歳	80
506	1734	渡辺 高志	ﾜﾀﾅﾍﾞ ﾀｶｼ	50	男	2:44:08	0:08:04	524	0:03:28	594	1:19:18	401	1:30:50	440	0:04:28	595	1:08:50	534	男子50-54歳	74
507	1252	栗田 真樹	ｸﾘﾀ ﾏｻｷ	25	男	2:44:17	0:07:02	283	0:01:58	122	1:18:38	380	1:27:38	342	0:02:32	169	1:14:07	592	男子25-29歳	27
508	1406	竹林 照光	ﾀｹﾊﾞﾔｼ ﾃﾙﾐﾂ	42	男	2:44:17	0:07:12	323	0:02:55	469	1:29:21	601	1:39:28	589	0:02:59	303	1:01:50	421	男子40-44歳	81
509	1244	日下部 崚士	ｸｻｶﾍﾞ ﾀｶｼ	21	男	2:44:20	0:07:54	490	0:02:52	450	1:14:22	227	1:25:08	260	0:03:15	365	1:15:57	615	男子24歳以下	57
510	1476	中島 尚樹	ﾅｶｼﾞﾏ ﾅｵｷ	51	男	2:44:25	0:08:26	580	0:03:29	597	1:20:45	452	1:32:40	476	0:03:16	377	1:08:29	526	男子50-54歳	75
511	1296	坂田 雅雄	ｻｶﾀ ﾏｻｵ	42	男	2:44:29	0:08:49	619	0:03:32	603	1:27:52	585	1:40:13	593	0:03:21	403	1:00:55	406	男子40-44歳	82
512	1633	三上 航弥	ﾐｶﾐ ｺｳﾔ	31	男	2:44:29	0:07:30	396	0:01:52	98	1:23:53	516	1:33:15	495	0:02:17	117	1:08:57	536	男子30-34歳	47
513	1650	宮崎 幸宏	ﾐﾔｻﾞｷ ﾕｷﾋﾛ	52	男	2:44:31	0:08:50	620	0:02:53	460	1:20:47	454	1:32:30	474	0:03:21	403	1:08:40	533	男子50-54歳	76
514	1696	山田 欣伯	ﾔﾏﾀﾞ ﾖｼﾋﾛ	53	男	2:44:31	0:08:19	563	0:02:45	418	1:19:08	396	1:30:12	420	0:03:43	498	1:10:36	562	男子50-54歳	77
515	1008	赤瀬 一夫	ｱｶｾ ｶｽﾞｵ	51	男	2:44:59	0:07:20	354	0:04:01	644	1:29:21	601	1:40:42	601	0:03:53	523	1:00:24	390	男子50-54歳	78
516	1346	菅原 勝寿	ｽｶﾞﾜﾗ ｶﾂﾋｻ	56	男	2:45:18	0:07:28	386	0:03:51	634	1:23:43	509	1:35:02	526	0:04:39	611	1:05:37	494	男子55-59歳	50
517	1680	安水 大介	ﾔｽﾐｽﾞ ﾀﾞｲｽｹ	35	男	2:45:36	0:08:07	533	0:03:11	538	1:23:48	513	1:35:06	529	0:03:42	496	1:06:48	506	男子35-39歳	56
518	1374	関 英利	ｾｷ ﾋﾃﾞﾄｼ	49	男	2:45:37	0:08:17	559	0:04:00	641	1:27:01	571	1:39:18	587	0:04:22	587	1:01:57	423	男子45-49歳	105
519	1197	鎌本 幸一郎	ｶﾏﾓﾄ ｺｳｲﾁﾛｳ	38	男	2:45:42	0:08:45	612	0:03:12	540	1:27:04	572	1:39:01	580	0:03:03	323	1:03:38	462	男子35-39歳	57
520	1063	板橋 謙介	ｲﾀﾊﾞｼ ｹﾝｽｹ	51	男	2:45:45	0:07:43	442	0:03:17	564	1:29:21	601	1:40:21	594	0:05:21	643	1:00:03	383	男子50-54歳	79
521	1341	清水 幸一郎	ｼﾐｽﾞ ｺｳｲﾁﾛｳ	56	男	2:45:50	0:08:46	613	0:03:10	533	1:18:25	374	1:30:21	427	0:04:17	580	1:11:12	566	男子55-59歳	51
522	1148	大村 幸儀	ｵｵﾑﾗ ﾕｷﾉﾘ	48	男	2:45:54	0:08:10	541	0:03:16	553	1:16:55	312	1:28:21	368	0:03:15	365	1:14:18	596	男子45-49歳	106
523	1447	坪田 隆志	ﾂﾎﾞﾀ ﾀｶｼ	52	男	2:46:01	0:08:08	536	0:02:55	469	1:20:10	435	1:31:13	449	0:03:39	484	1:11:09	565	男子50-54歳	80
524	1743	浅田 未延	ｱｻﾀﾞ ﾐﾉﾌﾞ	51	男	2:46:17	0:08:09	539	0:03:09	532	1:19:46	416	1:31:04	444	0:03:55	527	1:11:18	567	男子50-54歳	81
525	1288	近野 陽一	ｺﾝﾉ ﾖｳｲﾁ	46	男	2:46:27	0:08:33	591	0:02:52	450	1:24:14	523	1:35:39	538	0:04:37	606	1:06:11	502	男子45-49歳	107
526	1631	丸山 修平	ﾏﾙﾔﾏ ｼｭｳﾍｲ	31	男	2:46:31	0:07:26	377	0:02:29	316	1:25:28	545	1:35:23	534	0:02:32	169	1:08:36	531	男子30-34歳	48
527	1518	丹羽 裕之	ﾆﾜ ﾋﾛﾕｷ	51	男	2:46:37	0:08:00	513	0:03:39	614	1:30:16	615	1:41:55	613	0:04:12	566	1:00:30	391	男子50-54歳	82
528	1630	丸山 慶太	ﾏﾙﾔﾏ ｹｲﾀ	48	男	2:46:43	0:07:54	493	0:03:16	553	1:27:58	586	1:39:08	581	0:03:37	475	1:03:58	473	男子45-49歳	108
529	1803	LEMAITRE FRANC		44	男	2:46:51	0:08:47	615	0:02:35	367	1:18:42	383	1:30:04	415	0:03:18	385	1:13:29	586	男子40-44歳	83
530	1151	大山 千秋	ｵｵﾔﾏ ﾁｱｷ	55	男	2:46:52	0:07:34	407	0:03:14	545	1:17:38	347	1:28:26	372	0:03:50	514	1:14:36	603	男子55-59歳	52
531	1584	藤本 善樹	ﾌｼﾞﾓﾄ ﾖｼｷ	49	男	2:46:55	0:07:33	404	0:03:21	572	1:28:18	589	1:39:12	586	0:04:53	628	1:02:50	450	男子45-49歳	109
532	1601	堀米 康之	ﾎﾘｺﾞﾒ ﾔｽﾕｷ	53	男	2:46:58	0:07:34	406	0:02:32	335	1:19:16	399	1:29:22	398	0:03:22	411	1:14:14	595	男子50-54歳	83
533	1600	堀内 雅生	ﾎﾘｳﾁ ﾏｻｵ	51	男	2:46:59	0:08:09	540	0:03:10	533	1:30:38	620	1:41:57	615	0:04:53	628	1:00:09	386	男子50-54歳	84
534	1044	石井 和裕	ｲｼｲ ｶｽﾞﾋﾛ	44	男	2:47:08	0:08:41	604	0:02:43	407	1:27:33	580	1:38:57	579	0:03:23	414	1:04:48	484	男子40-44歳	84
535	1705	横田 剛	ﾖｺﾀ ﾂﾖｼ	46	男	2:47:15	0:07:58	505	0:03:29	597	1:26:14	564	1:37:41	557	0:03:49	513	1:05:45	498	男子45-49歳	110
536	1298	坂山 一之	ｻｶﾔﾏ ｶｽﾞﾕｷ	58	男	2:47:20	0:09:11	645	0:03:36	607	1:17:30	341	1:30:17	425	0:03:20	397	1:13:43	589	男子55-59歳	53
537	1273	後藤 忠宏	ｺﾞﾄｳ ﾀﾀﾞﾋﾛ	48	男	2:47:21	0:08:57	628	0:03:46	630	1:26:13	562	1:38:56	578	0:04:56	631	1:03:29	460	男子45-49歳	111
538	1095	岩井 大輔	ｲﾜｲ ﾀﾞｲｽｹ	39	男	2:47:31	0:08:12	548	0:02:13	216	1:17:38	347	1:28:03	360	0:03:28	442	1:16:00	616	男子35-39歳	58
539	1709	吉田 茂利	ﾖｼﾀﾞ ｼｹﾞﾄｼ	43	男	2:47:32	0:08:54	625	0:03:19	568	1:26:00	557	1:38:13	566	0:03:29	447	1:05:50	499	男子40-44歳	85
540	1702	山本 幸大	ﾔﾏﾓﾄ ﾕｷﾋﾛ	28	男	2:47:40	0:06:16	115	0:02:30	322	1:25:37	550	1:34:23	513	0:02:51	265	1:10:26	558	男子25-29歳	28
541	1379	瀬戸 裕一郎	ｾﾄ ﾕｳｲﾁﾛｳ	36	男	2:48:17	0:08:18	561	0:02:52	450	1:27:36	581	1:38:46	577	0:03:37	475	1:05:54	501	男子35-39歳	59
542	1615	増田 洋一	ﾏｽﾀﾞ ﾖｳｲﾁ	61	男	2:48:18	0:09:29	655	0:03:45	625	1:28:32	594	1:41:46	611	0:04:51	625	1:01:41	420	男子60-64歳	14
543	1410	田澤 芳博	ﾀｻﾞﾜ ﾖｼﾋﾛ	64	男	2:48:33	0:08:59	629	0:02:57	483	1:22:25	490	1:34:21	512	0:03:42	496	1:10:30	559	男子60-64歳	15
544	1101	岩田 英之	ｲﾜﾀ ﾋﾃﾞﾕｷ	56	男	2:48:35	0:08:20	564	0:02:28	311	1:19:58	426	1:30:46	437	0:02:47	242	1:15:02	606	男子55-59歳	54
545	1498	中山 尚大	ﾅｶﾔﾏ ﾀｶﾋﾛ	50	男	2:48:40	0:08:08	537	0:03:02	506	1:23:34	505	1:34:44	521	0:03:52	522	1:10:04	548	男子50-54歳	85
546	1567	福岡 悠	ﾌｸｵｶ ﾕｳ	27	男	2:48:44	0:09:01	633	0:02:58	489	1:31:32	627	1:43:31	630	0:03:43	498	1:01:30	418	男子25-29歳	29
547	1539	花岡 拓哉	ﾊﾅｵｶ ﾀｸﾔ	48	男	2:48:46	0:09:09	643	0:04:28	668	1:21:05	460	1:34:42	520	0:03:34	461	1:10:30	559	男子45-49歳	112
548	1500	長山 成行	ﾅｶﾞﾔﾏ ﾅﾙﾕｷ	49	男	2:48:52	0:08:37	597	0:03:17	564	1:19:40	412	1:31:34	455	0:04:15	569	1:13:03	580	男子45-49歳	113
549	1153	大山 雄也	ｵｵﾔﾏ ﾕｳﾔ	31	男	2:48:58	0:07:03	287	0:02:32	335	1:25:52	556	1:35:27	535	0:04:40	613	1:08:51	535	男子30-34歳	49
550	1082	井上 恵一	ｲﾉｳｴ ｹｲｲﾁ	61	男	2:49:13	0:08:56	627	0:02:49	435	1:29:32	609	1:41:17	606	0:03:59	539	1:03:57	471	男子60-64歳	16
551	1817	津森 敦	ﾂﾓﾘ ｱﾂｼ	52	男	2:49:40	0:09:05	639	0:03:37	612	1:19:33	411	1:32:15	468	0:04:04	553	1:13:21	585	男子50-54歳	86
552	1295	阪田 真	ｻｶﾀ ﾏｺﾄ	47	男	2:49:58	0:07:32	402	0:02:35	367	1:32:17	635	1:42:24	620	0:05:06	637	1:02:28	438	男子45-49歳	114
553	1504	南茂 弘幸	ﾅﾝﾓ ﾋﾛﾕｷ	44	男	2:50:11	0:07:45	450	0:03:16	553	1:09:10	96	1:20:11	145	0:03:25	428	1:26:35	652	男子40-44歳	86
554	1036	池田 京支	ｲｹﾀﾞ ｹｲｼ	53	男	2:50:29	0:08:06	530	0:04:08	651	1:29:29	608	1:41:43	610	0:07:55	675	1:00:51	404	男子50-54歳	87
555	1218	菊池 桂	ｷｸﾁ ｶﾂﾗ	59	男	2:50:31	0:08:10	541	0:03:04	514	1:21:42	472	1:32:56	481	0:03:54	525	1:13:41	588	男子55-59歳	55
556	1725	若松 宏輔	ﾜｶﾏﾂ ｺｳｽｹ	31	男	2:50:41	0:07:17	341	0:02:50	443	1:30:35	618	1:40:42	602	0:02:48	245	1:07:11	513	男子30-34歳	50
557	1348	杉田 弘幸	ｽｷﾞﾀ ﾋﾛﾕｷ	53	男	2:50:42	0:08:41	606	0:03:03	508	1:25:04	536	1:36:48	548	0:04:04	553	1:09:50	547	男子50-54歳	88
558	1825	吉崎 英司	ﾖｼｻﾞｷ ｴｲｼﾞ	50	男	2:50:51	0:08:06	531	0:03:15	551	1:16:37	298	1:27:58	354	0:04:36	602	1:18:17	628	男子50-54歳	89
559	1324	佐野 慎也	ｻﾉ ｼﾝﾔ	33	男	2:51:00	0:07:46	455	0:04:30	669	1:20:34	445	1:32:50	479	0:04:53	628	1:13:17	582	男子30-34歳	51
560	1540	馬場 悠太	ﾊﾞﾊﾞ ﾕｳﾀ	28	男	2:51:01	0:06:59	265	0:01:51	92	1:29:26	607	1:38:16	568	0:02:00	67	1:10:45	563	男子25-29歳	30
561	1338	島崎 洋太郎	ｼﾏｻﾞｷ ﾖｳﾀﾛｳ	36	男	2:51:02	0:08:01	517	0:02:18	242	1:28:19	590	1:38:38	576	0:03:24	421	1:09:00	538	男子35-39歳	60
562	1544	林 一也	ﾊﾔｼ ｶｽﾞﾔ	55	男	2:51:17	0:08:25	579	0:02:31	331	1:27:09	575	1:38:05	564	0:03:05	330	1:10:07	550	男子55-59歳	56
563	1606	前島 利昭	ﾏｴｼﾞﾏ ﾄｼｱｷ	52	男	2:51:32	0:09:00	631	0:02:54	463	1:23:43	509	1:35:37	537	0:03:54	525	1:12:01	574	男子50-54歳	90
564	1280	小林 雅裕	ｺﾊﾞﾔｼ ﾏｻﾋﾛ	42	男	2:51:33	0:07:55	497	0:03:05	519	1:25:46	552	1:36:46	547	0:03:21	403	1:11:26	569	男子40-44歳	87
565	1353	鈴木 一郎	ｽｽﾞｷ ｲﾁﾛｳ	51	男	2:51:33	0:08:13	553	0:04:07	650	1:20:34	445	1:32:54	480	0:03:24	421	1:15:15	608	男子50-54歳	91
566	1328	澤邊 真太郎	ｻﾜﾍﾞ ｼﾝﾀﾛｳ	35	男	2:51:35	0:06:30	145	0:02:04	161	1:33:39	646	1:42:13	616	0:02:25	152	1:06:57	509	男子35-39歳	61
567	1753	大地 球吾	ｵｵﾁ ｷﾕｳｺﾞ	36	男	2:51:51	0:08:11	545	0:02:54	463	1:24:05	520	1:35:10	531	0:02:34	181	1:14:07	592	男子35-39歳	62
568	1113	鵜飼 和仁	ｳｶｲ ｶｽﾞﾋﾄ	45	男	2:51:59	0:08:02	520	0:03:08	530	1:20:07	432	1:31:17	451	0:03:51	517	1:16:51	622	男子45-49歳	115
569	1155	岡田 徹也	ｵｶﾀﾞ ﾃﾂﾔ	26	男	2:52:06	0:08:11	544	0:01:56	114	1:16:57	314	1:27:04	321	0:04:15	569	1:20:47	637	男子25-29歳	31
570	1186	加藤 拓朗	ｶﾄｳ ﾀｸﾛｳ	27	男	2:52:11	0:07:23	364	0:03:30	600	1:27:44	583	1:38:37	574	0:06:27	664	1:07:07	512	男子25-29歳	32
571	1031	安藤 憲和	ｱﾝﾄﾞｳ ﾉﾘｶｽﾞ	55	男	2:52:12	0:08:43	609	0:03:48	631	1:31:32	627	1:44:03	635	0:04:12	566	1:03:57	471	男子55-59歳	57
572	1294	阪下 晋矢	ｻｶｼﾀ ｸﾆﾔ	48	男	2:52:18	0:08:52	623	0:03:07	523	1:21:10	466	1:33:09	489	0:04:24	590	1:14:45	605	男子45-49歳	116
573	1381	善治 直樹	ｾﾞﾝｼﾞ ﾅｵｷ	38	男	2:52:19	0:08:43	607	0:02:55	469	1:25:46	552	1:37:24	554	0:03:15	365	1:11:40	571	男子35-39歳	63
574	1351	須々木 宏次	ｽｽｷ ｺｳｼﾞ	43	男	2:52:23	0:06:32	153	0:02:19	251	1:25:09	538	1:34:00	508	0:02:48	245	1:15:35	610	男子40-44歳	88
575	1306	佐々木 喜徳	ｻｻｷ ﾖｼﾉﾘ	38	男	2:53:02	0:07:49	474	0:02:30	322	1:29:43	610	1:40:02	591	0:03:47	507	1:09:13	543	男子35-39歳	64
576	1658	三輪 誠	ﾐﾜ ﾏｺﾄ	44	男	2:53:48	0:08:12	549	0:03:14	545	1:37:00	654	1:48:26	656	0:02:54	282	1:02:28	438	男子40-44歳	89
577	1521	根津 直大	ﾈﾂ ﾅｵﾋﾛ	54	男	2:54:12	0:08:26	581	0:03:43	621	1:30:11	613	1:42:20	618	0:04:07	559	1:07:45	521	男子50-54歳	92
578	1360	鈴木 博久	ｽｽﾞｷ ﾋﾛﾋｻ	47	男	2:54:20	0:08:36	596	0:02:31	331	1:25:26	544	1:36:33	545	0:03:40	490	1:14:07	592	男子45-49歳	117
579	1505	新納 忠幸	ﾆｲﾉ ﾀﾀﾞﾕｷ	43	男	2:54:39	0:07:29	391	0:02:26	296	1:29:15	599	1:39:10	584	0:02:49	252	1:12:40	578	男子40-44歳	90
580	1264	高良 直樹	ｺｳﾗ ﾅｵｷ	36	男	2:54:41	0:07:28	384	0:02:40	395	1:26:59	570	1:37:07	552	0:04:17	580	1:13:17	582	男子35-39歳	65
581	1627	松本 健太郎	ﾏﾂﾓﾄ ｹﾝﾀﾛｳ	45	男	2:55:07	0:08:24	576	0:03:03	508	1:31:15	626	1:42:42	624	0:03:28	442	1:08:57	536	男子45-49歳	118
582	1142	大野 達也	ｵｵﾉ ﾀﾂﾔ	36	男	2:55:08	0:06:40	184	0:03:19	568	1:41:33	669	1:51:32	661	0:04:05	556	0:59:31	370	男子35-39歳	66
583	1701	山本 達也	ﾔﾏﾓﾄ ﾀﾂﾔ	46	男	2:55:12	0:08:05	527	0:03:01	502	1:32:31	643	1:43:37	631	0:03:01	311	1:08:34	529	男子45-49歳	119
584	1676	矢ヶ崎 能充	ﾔｶﾞｻｷ ﾀｶﾐﾂ	43	男	2:55:15	0:09:28	653	0:03:23	578	1:24:01	519	1:36:52	550	0:03:56	532	1:14:27	600	男子40-44歳	91
585	1020	足立 慎治	ｱﾀﾞﾁ ｼﾝｼﾞ	39	男	2:55:21	0:07:38	421	0:03:23	578	1:22:19	486	1:33:20	498	0:04:15	569	1:17:46	623	男子35-39歳	67
586	1048	石澤 航	ｲｼｻﾞﾜ ﾜﾀﾙ	28	男	2:55:40	0:07:33	405	0:03:08	530	1:26:45	567	1:37:26	555	0:04:36	602	1:13:38	587	男子25-29歳	33
587	1607	前田 綱紀	ﾏｴﾀﾞ ﾂﾅﾄｼ	47	男	2:55:43	0:08:40	602	0:03:07	523	1:23:54	517	1:35:41	541	0:03:21	403	1:16:41	619	男子45-49歳	120
588	1007	赤木 康行	ｱｶｷﾞ ﾔｽﾕｷ	49	男	2:55:46	0:08:10	541	0:04:32	670	1:27:47	584	1:40:29	595	0:05:03	635	1:10:14	553	男子45-49歳	121
589	1810	KANEKO TAKAHISA	ｶﾈｺ ﾀｶﾋｻ	25	男	2:55:54	0:07:25	372	0:02:35	367	1:30:37	619	1:40:37	600	0:01:59	63	1:13:18	584	男子25-29歳	34
590	1163	奥野 貴之	ｵｸﾉ ﾀｶﾕｷ	38	男	2:56:01	0:08:32	589	0:02:42	399	1:30:05	612	1:41:19	607	0:03:19	391	1:11:23	568	男子35-39歳	68
591	1612	牧野 将大	ﾏｷﾉ ﾏｻﾋﾛ	24	男	2:56:11	0:09:03	634	0:03:00	498	1:25:48	554	1:37:51	559	0:03:58	538	1:14:22	598	男子24歳以下	58
592	1046	石上 純	ｲｼｶﾞﾐ ｼﾞｭﾝ	46	男	2:56:17	0:07:39	425	0:02:25	286	1:17:58	362	1:28:02	358	0:03:56	532	1:24:19	644	男子45-49歳	122
593	1433	為谷 勝	ﾀﾒﾔ ﾏｻﾙ	40	男	2:56:18	0:08:06	531	0:02:55	469	1:25:32	546	1:36:33	544	0:06:41	667	1:13:04	581	男子40-44歳	92
594	1568	福島 大介	ﾌｸｼﾏ ﾀﾞｲｽｹ	27	男	2:56:28	0:08:30	588	0:02:06	170	1:22:38	498	1:33:14	493	0:03:10	345	1:20:04	633	男子25-29歳	35
595	1713	吉原 隆臣	ﾖｼﾊﾗ ﾀｶｵﾐ	58	男	2:57:01	0:08:30	587	0:08:13	682	1:25:40	551	1:42:23	619	0:06:03	660	1:08:35	530	男子55-59歳	58
596	1378	瀬戸 克彦	ｾﾄ ｶﾂﾋｺ	47	男	2:57:03	0:09:03	635	0:03:03	508	1:26:04	559	1:38:10	565	0:03:35	464	1:15:18	609	男子45-49歳	123
597	1140	大辻 恵介	ｵｵﾂｼﾞ ｹｲｽｹ	32	男	2:57:18	0:07:20	349	0:04:16	656	1:30:20	617	1:41:56	614	0:06:21	662	1:09:01	540	男子30-34歳	52
598	1005	青山 佳史	ｱｵﾔﾏ ﾖｼﾌﾐ	35	男	2:57:27	0:08:13	550	0:02:49	435	1:22:31	495	1:33:33	501	0:03:10	345	1:20:44	636	男子35-39歳	69
